sentence,sentiment
আপনা‌কে ধন্যবাদ ভাইয়া ভা‌লো একটা ক‌মেন্ট করার জন্য,1
আমাদের দেশে রাজনৈতিক মাঠে সব হিজরা নেতা থাকতে ভারতের খবর লওয়া কি দরকার,0
দুধোক কিচু টাকা খাইতে হবেনা,0
রাগ নিজের দিকে দৃষ্টি আকর্ষণ অর্থনৈতিকভাবে উপকৃত হবার জন্যও সিরিয়াল কিলাররা মানুষ হত্যা করে,0
উনার গাণিতিক বিদ্যা দেখিয়া মুগ্ধ হইলাম আমিও অর্থমন্ত্রী হইবার চাই,1
ছাএদের উপর ভ্যাট না দিয়ে এরশাদ কাকুর কথার উপর ভ্যাট আরোপ করেন দেশ তাতে লাভবান হবে,1
প্রতিবাদ কর হরতাল কর টি গাড়ি ভাঙ্গ সব ঠিক হবে এটাই দেশের নিয়ম,1
না আমি চাহি না আপনারা নিজেদের এলাকায় ভালো করুন,1
স্যালুট মাশরাফি ভাইকে সত্যি তিনি একজন অসাধারণ মানুষ সকল হিরুদের জন্য শুভ কামনা,1
আপনাকেও সব কিছুর জন্য ধন্যবাদ,1
একমাত্র জন্মপরিচয়হীনরাই এরকম ঘৃণ্য কাজ করতে পারে,1
চলবে না আমাদের যুগে চলতো কারন তখন বিনোদনের মাধ্যম ছিল কম শুধু বিটিভি পল্লিগীতি ও ভাল লাগতো এখন কমলিমিটেড বিজ্ঞাপনের স্টার জলশাজিবাংলাসেট ম্যাক্স জিসিনেমাসনিকালার থাকতে কেউ দেশি টিভি দেখে না আর বরতমানে কারো কাছে যদি ওয়াইফাইইউটিউব থাকে তাহলে তাকে আর খুজেই পাবেন্না আর এখনকার কিডস রা এসব পুরনো জিনিস দেখবে না এন্ড্রয়েড এ গেমস অথবা কার্টুন ডোরেমনমটু পাটলু দেখে,0
ভাই যারা মনে করে মানুষ বিয়েতো এক বারই করে তাদের জন্য ঠিক আছে,1
কথা সত্য চারটা বাজে এখনো লাঞ্চ করি নাই শিক্ষকতার প্রতি নিজের ডেডিকেশন দেখে মাঝে মধ্যে নিজেই মুগ্ধ হয়ে যাই,0
শোয়েব আকতারকে স্বাগতম,1
ক্ষতি হইল বাংলাদেশের,0
দ্বীপমালা এলাকায় পানির নীচেও রয়েছে সুন্দর প্রবাল ও জীববৈচিত্র সমুদ্রের এ অংশে জাহাজ আসলে সেসময় বড় স্ক্রীনের ডিসপ্লেতে যা দেখানো হয় নীচে তার কয়েকটা দেয়া হল,0
আল্লাহ কেউ দেখুক আর না দেখুক তুমি তো তা দেখেছএই দারিদ্র্য অসহায়দের স্বপ্ন যারা ভেঙ্গেছে তুমি তাদের কঠোর শাস্তি দাউহে আল্লাহ তুমি এই অসহায়দের সহায় দান কর আমিন,0
ক্ষুধার্ত কুকুরদের মাঝে এক টুকরো বিপ্লবি হৃদয়,0
সন্তান জন্ম দিলেই বাবা হওয়া যায় কিন্তু একজন আদর্শ বাবা হওয়া খুবই কঠিন যা আপনাদের মত লোকদের দ্বারা আদৌ সম্ভব কিনা সেটাই ভাবনার বিষয়,0
মুরগী চোর গো পরমর্শে সরকার চলে দেশ আর বেশী ভাল চলবে কোথেখে,0
এতো এড দিলে কি দেখবো,0
অপরাধী তৈরি করাও সহজ হবে,0
আল্লাহর কাছে হাজার শুকরিয়া জানাই যে আমাদের বোনটি কে আমাদের মাঝে ফিরিয়ে দিয়েছেন,1
অজুহাত দিস না,0
অপরাধির বিচার এবং সরকারের পক্ষ থেকে ভুক্তভোগীর সাহায্য কামনা করছি,1
এখন বিশ্বে সংঘাত মিটানোর জন্য মানবতাকেই আগে প্রাধাণ্য দেওয়া উচিতসংহিংসতা চাই না ঐক্য চাই,1
লোক দেখানো সেবা,0
শুধু হারিয়েছে,0
ভালবাসার বাধন সহজে ছিন্ন করা যায় না,1
কি বলবো ভাষা হারিয়ে পেলেছি নিজের চোখের পানির জন্য লিখতে কষ্ট হয়েছে তারপরও লিখলাম ধন্যবাদ ধন্যবাদ ছাড়া আমার আর কিছুই দেওয়ার নাই তারপরও বলবো ধন্যবাদ আমাদের দেশনায়কদের অসংখ অসংখ ধন্যবাদ,1
স্যালুট ভাই আমার দরকার ছিল,1
তাতে সরকারের সমস্যা কোথায়ব্যাখা করেন সরকারের টাকা চুরি করছে মুসা,1
পুরাই ইমোশনাল হয়ে গেলাম,0
বাংলাদেশ ক্রিকেট ইতিহাসে সাকিব এর মত কেও আসবেনা,1
যারা দলের হয়ে দলের বদনাম করে তাদের কঠিন সাজা হওয়া প্রয়োজন তাদের দল থেকে ডিলেট করা না হলে দেশ ও জাতির জন্য বিপদজনক,0
ই টাইপের আই পাস হলে ধর্ষন বহুগুন বেরে যাবেতখন দেখা যাবে সম্পদশালি মেয়েকে ধর্ষন করে বিয়ে করে সবগুনা মাপ হয়ে যাবে,0
আমি মনে করি ফুটবল বিশ্বে এটা সুন্দর একটি সন্ধ্যা ছিল যা ফুটবল ইতিহাসের বর্ষানুক্রমিক ইতিবৃত্তে লেখা থাকবে আমার মনে হয় না এর আগে কোনো দল এত ভালোভাবে ঘুরে দাঁড়াতে পেরেছে,1
এই তো স্বাধীন এবং ডি‌জিটাল বাংলা‌দেশ,0
বলা উচিৎ ছিল যে কোন অপরাধের সাথে বিরোধীদল এর লোকজনদের জড়ানো সহজ হবে,0
মানুষের ভেতরের পশু ও আজকাল অনেক মানুষের পোষমানা দানব হয়ে গেছে যা মন চায় ভেতরের পশু তাই করে দেখায় সম্ভবত হিংসা পরায়ণ হয়ে এই কাজ করেছে এই বিপন্ন মানুষগুলো যতই কাঁদবে সেই দানব ততই আনন্দে নাচবে যদি জেলা সরকার তাদের এই ক্ষতি পুষিয়ে দেয় ওই দানব দুঃখে মরে যাবে আমরা চাই ওদের দ্বিগুন ক্ষতিপূরণ দেন করে সরকার যেন ওদের ক্ষতি পুষিয়ে দেয় যেন ওই পশু দুইবার মরে,0
যত সব ফালতু নিউজ,0
আমি শুধুই শিওর অভার শিওর এই মেয়ের কারো সাথে ইটিশ পিটিশ ছিলো যার কারনে পরিবারের থেকে বিয়ে টা মেনে নিতে পারে নিতাই এই লঙ্কা কান্ড ঘটিয়েছে,0
খুব ভাল বোধ করছি ধন্যবাদ বার্সেলোনা অনেকগুলা,1
হালারে লাত্থি মাইরা মন্ত্রণালয় থেকে বের কইরা দেয়া উচিত,0
অনুপ্রেরণা স্যালুট ভাই,1
কিছু কিছু ভালোবাসার অনুভুতি প্রকাশ করা যায় নাআবেগ দিয়ে গ্রহন করতে হয়এমনই এক ভালোবাসা আজ অনুভুত হলো ধন্যবাদ বার্সাশুভ কামনা থাকবে সব সময়,1
ধন্যবাদ ঠিক করে দিয়েছি,1
আমরা ট্রফি দেখতে চাই না শুধু তোমাকে দেখতে চাই তুমিই তো আমাদের ট্রফি,1
এই গাধাটাকে সরায় না কেন অন্য কেউ কি মন্ত্রি হতে চায় না,0
একজন ভালো খেলোয়ারের কাছ থেকে অন্য খেলোয়ারেরা নিয়ম শৃঙ্খলা আশা করে নতুনরা তাদেরকে অনুসরন করে,0
রাজ্জাক সানির শেষ মে বি,1
আজ কাল ছেলে মেয়ে এমন হওয়া ওচিত,0
ন্যায়সঙ্গত কোন আন্দোলনে যদি পুলিশ বাহিনী সমর্থন দেয় তাহলে কোনো সহিংসতা ছাড়াই বিজয় অর্জনে বাধা থাকে না,1
গল্প পড়ে মামার জন্য খারাপ লাগল,0
তামিমের ব্যাটিং দেখে আই ছিঃছিঃ আবার না বলে বসে যে তামিমের ব্যাটিং অ্যাকশন অবৈধ,0
খুব ভালো কিতু কিছু না,1
এদের কে মেরে ফেলা ঊচিত কারন এরা অনেক গুলি জীবন কেড়ে নিয়েছে,0
ছেলেদের বেশি করা উচিত তারাই মাকে বেশি কষ্ট দেয়,0
আঘোরীদেরকে বলা হয় পৃথিবীর সেরা কালো জাদুকর,1
আমার কান্না পাচ্ছে,1
হ্যাঁ ঠিক আছে মোবাইল কেন্দ্রিক অপরাধ কমবেতয়মানুষের ওইটাও রেজিষ্ট্রেশন করে দিনঅবৈধ কিছু হবেনা,1
আমি কাঁদলাম মন ভরে কাঁদলাম,1
হিংসা নয় আতংক ন্যাকার দল,0
পাকিস্থানের বর্বরতার তুলনাই নিতান্ত নগন্য,1
কেয়ামতের লক্ষণের মধ্যে একটা প্রধান লক্ষন নিকৃষ্ট লোকেরা সমাজের প্রতিনিধিত্ব করবে,0
একদিন হয়তো পাকিস্তানিরা একাত্তরের ধর্ষনকারিদের বিচার চাইবে,0
বিপক্ষতা,1
এতে হয়রানি ও দুর্নীতি কমবে এবং রাজউকের স্বচ্ছতা ও জবাবদিহিতা নিশ্চিত হবে,1
কেউ যেন নিঃশ্বাস অাটকে ধরেছিল গতকাল থেকে শ্বাস নিতে পারছি,1
বৃষ্টি আমার যতটা ভালো লাগেতার ছেয়ে বেশি ভালো লাগে বৃষ্টি হওয়ার আগের আকাশটা,1
সমাজের সবাই যেন ওই ভাইদেরকে সাহায্য করেন,1
এরা মানুষ না জানোয়ার,0
প্রথমে তো বিশ্বাসই করতে পারছিলাম না যে বার্সেলোনা এর মতো একটা পেজ আমাদের জন্য বাংলায় লিখবেবালাদেশের মানুষ ও বাঙালী হয়ে নিজেকে গর্বিত মনে করি প্রথমে ভাবছিলাম এইটা অফিসিয়াল পেজ নাহপেজ ওপেন করার পর পুরাই টাসকি খেয়ে গেলামকত যে আনন্দ হচ্ছে ভাষায় প্রকাশ করতে লারব নাহ,1
এগিয়ে যাও আমরা আছি তোমাদের সাথে,1
আজ নারী দিবস তাই ফেমিনিস্টদের ভয়ে সূর্যও উঠে নাই,0
হ্যাঁ ঠিক আছে মোবাইল কেন্দ্রিক অপরাধ কমবেতয়মানুষের ওইটাও রেজিষ্ট্রেশন করে দিনঅবৈধ কিছু হবেনা,1
পেইজ এর ভিতরের পোষ্ট গুলা পড়ে আসুন ভ্রমনে উপকারে আসবে,0
মাতৃভূমি মায়ের ডাকে কে না সাড়া দেই,1
সিরিজটা বাংলা ডাবিং বের করেন ভাল হবে,1
বর্তমান প্রেক্ষাপটে ভ্যাট নিয়ে কথা না বললেই নাশিক্ষা ক্ষেত্রে কেন ভ্যাট তাঁদের উচিত শিক্ষাখাত উপযুক্ত করে তোলা কিভাবে তা করবে আমার বিবেচনাই বলি বেসরকারি বিশ্ববিদ্যালয় এর অনেক সেকশন থাকে এবং ডে ইভেনিং তো আছেই আর ভর্তি হয় সামার ফ্যাল স্প্রিং এপাবলিক বিশ্ববিদ্যালয়ে শুধু প্রতি বছর একবার ভর্তি নেয় কতৃপক্ষ যদি দুইটি সেকশন এ ভর্তি নিত তাহলে অনেক স্টুডেন্টস পাবলিকে পড়ার সুযোগ পেত ডিপ্লোমা ইঞ্জিনিয়ারিং এ এটি আছেতাঁদের উচিত বেসরকারি বিশ্ববিদ্যালয় এর জন্য সঠিক আইন তৈরি করে ও ব্যবস্থা নেওয়া যাতে করে অতিরিক্ত সেমিস্টার ফি যেন আমাদের দিতে না হয়আর ভ্যাট দিব যদি ঐ সমস্ত বাস্তবায়ন করেন এবং এই ভ্যাট এর টাকা আমাদের শিক্ষাক্ষেত্রেই ব্যয় করেন তাই যোক্তিক ভাবে ভেবে এর ব্যবস্থা নিবেন আমরা ও এই দেশের নাগরিক শিক্ষা আমাদের মৌলিক অধিকারএর উপর ভ্যাট এর যৌক্তিকতা দেখি না আশা করি এই ছাত্র সমাজ আমার সাথে এক মত,0
গ্লোরী চেরীটেবল অরগনাইজেশন এর ঠিকানা টা কারো জানা থাকলে বলুন,1
উনার কাজটি খুভ ভাল কাজআললাহ পাক উনাকে জেন এরকম সমাজ সেবা মূলক কাজকরার তৌফিক দান করোক আর সরকারের কাছে আমার আবেদন এইজে ওনাকে জেন এরকম সমাজ সেবামূলক কাজের জন্য পূরসকৃত করেন এবং উৎসাহ যোগান,1
কাজটা ঠিক হয়নি বি সি বি এর ও অনেক দোষ আছে,1
হিজড়ারা সমাজে অশ্লীলতা ছড়ায়,1
এই গানে ইউটিউবের আনলাইক বাটন দেওয়ার কি প্রয়োজন ছিলো শুধুই কি কুরুচিপূর্ণ মানুষদের জন্য,0
নিজ দেশের ভাষায় সবচেয়ে প্রিয় ক্লাব হতে শুভেচ্ছা পাওয়ার অনুভূতি সত্ত্যিই অন্য রকম,1
আমিন,1
আল্লাহ পাকই ভাল জানে মুসার কেন এত টাকা,1
দেশের সব শিক্ষা প্রতিস্টানে এইরকম কাজ অব্যাহত থাকুক,1
নিয়ম নীতির চেয়ে আবেগ বড়ো সাকিব যে কতটুকু উদ্বত তার প্রমান তাকে আর কতবার দিতে হবে,1
টাকা কি গাছে ধরে,0
আমরা ও দেখতেচাই,1
মালের মাথার সবগুলা নাটবল্টু হারাইয়া গেছে যদি কেউ পেয়ে থাকেন অতিসত্বর পাবনার পাগলা গারদে জমা দেন,1
এই সব জুদি হালাল হয়ে থাকে তাহলোকিছু টাকা মর্সজিদে মাদ্রাসা কাজে ব্যয় করলে ভালো হয়,1
সাকিব আল হাসান এর মত প্লেয়ার আর টাও নাই,1
তাদের ও সমান অধিকার দেওয়া হউক,0
উনার অপসারণ চাই,1
এই ভালবাসার তুলনা হয়না,0
আওয়ামী লীগের একই গুন পুলিশ দিয়া মানুষ খুন চাউল চিনি কেরোসিন দাম বাড়ে দিন দিন জনগণের একই দাবি অবৈধ সরকার কবে জাবি শুধু বেসরকারি বিশ্ববিদ্যালয়ের ছাত্ররা নয় সারা বাংলাদেশের মানুষের উচিত আজকে শিক্ষার উপর ভ্যাট প্রত্যাহারের দাবীতে রাস্তায় নেমে আসা শিক্ষা কোন পণ্য নয় যে ভ্যাট দিতে হবে লাখ সরকারি কর্মকর্তার বেতন বাড়িয়ে কোটি মানুষ কে শোষণ করা বন্ধ হউক বাজেট ঘাটতি শিক্ষার্থীদের পকেট কেটে নিতে হবে কেনএত উচ্চাভিলাষী বাজেট বাংলাদেশের মত একটি দেশের কতটা যুক্তিকসরকার তো কিছু আসে যায় নাদামী গাড়ি বাড়ি ফ্ল্যাট সব তো বিনাপয়সা মন্ত্রী এমপিদের জন্য ফ্রিজনগণের পকেট কাটার ব্যাবস্থা ও কম কীতো এমন বাজেট যেখানে কোটি টাকা ঘাটতি সরকার ব্যায় হ্রাসের দিকে না গিয়ে জনগণের পকেট কাটার চিন্তা ব্যাস্ততেল গ্যাস বিদ্যুৎ বাস্‌ ভাড়া বাড়ি ভাড়া সিএনজি ভাড়া এইসব তো আর সরকারের কোন মন্ত্রী এমপিদের ভাবতে হয় না তাদের জন্য কোষাগার ফ্রিকিন্তু জনগণের তো আর ফ্রি কোষাগার নেই যে যখন যা ইচ্ছা হাত মেলে পাওয়া যাবেওহে আজকাল তো ইচ্ছে পূরক বাজেট ও সরকার নতুন যুক্ত করেছেএই ইচ্ছা পূরক বাজেট না কি মন্ত্রী এমপিদের ই চ্ছে মতজনগণের ইচ্ছে পূরক বাজেট কোথায়,0
এলাকার মানুষ দুর্ভোগে আছে,1
এ ভাষণ শুধু বাংলাদেশের মানুষের জন্য নয় সারা বিশ্বের মুক্তিকামী মানুষের অনুপ্রেরণা,1
সিম নিবন্ধনে বিনা অপরাধে অপরাধী হওয়ার সম্ভাবনা থাকে আর অনৈতিক সরকারের কাছে তো সে সম্ভাবনা দ্বিগুন হয়ে যায়,0
দেশি চ্যানেল গুলতে অনষ্ঠানের মাঝে বিঙ্গপন হয় না বিঙ্গাপনের মাঝে অনুষ্ঠান হয় তাই চ্যানেল গুলো দেখার রুচি থাকে না,0
অসুবিধা হচ্ছে না,0
মানুষ দুনিয়ার সবচেয়ে স্বার্থপর জীব,1
তাসকিন ও সানি ফিরলো বীরের বেশে কে জুতার বাডি মেরে,1
বিঙ্গাপন কম দেন দেখবেন বাংঙ্গালি বাংলা চ্যানেল দেখবে,1
এই মাগী তুই খালেদার পিছনে এভাবে লাগছিস কেনশালি জানিস না খালেদাজিয়া সিম ছাড়া মোবাইল চালায়,0
আল্লার গজব,0
আমার মনের সংকীর্নতার জন্য আমি পারি নাই তাই অপর একজনের তাহা করতে দেখিয়া মনের সংকীর্নতায় মনটা সহ্যের বাহিরে চলে গিয় দিশেহারা হয়ে আবল তাবল বলিতেছি এটাই আমার অবস্থা জ,1
অযথা সময় নষ্ট,1
এমন নাটক করা আওয়ামীলীগের অভ্যাস,1
মাথা ঠাণ্ডা করি,1
ভালো ছিল এখন খারাপ,0
আজকে যখন বাংলাদেশ সফলতার সর্বোচ্চ পর্যায়েতখন বাংলাদেশকে দমানোর কৌশল কতিপয় ভারতের দালালদের তৈরিনিত্যনতুন নিয়ম আইসিসিতে জুরে দিয়ে ষড়যন্ত্র করা হচ্ছেএই বাংলাদেশ কে ঠেকানোর লক্ষ্যেকোন লাভ হবেনাহাজার হাজার নিয়ম আবিষ্কার করবাহাজার হাজার সানিহাজার হাজার আশরাফুল জন্ম নিবে এই বাংলার বুকে,0
নাটক,1
শাস্ত্র জ্ঞান যাদের আছে তাঁরাই শাস্ত্রীয় সংগীতে আকৃষ্ট হয়,0
কোন আশা নেই,1
তারানার আক্ষেপে মনেহয় কেবলমাত্র খালেদার জন্য়ই সিম নিবন্ধন কর্মসুচি হাতে নেয়া খালেদার অনাগ্রহে তারানা পুরাটাই ব্য়ার্থ,0
ফাইনাল হলে বেশি জমবে,0
ভাল লাগ‌ছে দে‌খে সব সন্তান‌কে শিখ‌তে হ‌বে বাবা মা কে যেন অব‌হেলা না ক‌রে এটা ছোট থে‌কে স্কু‌লে শিখ্খা দি‌তে হ‌বে,1
কোন কাজের না,0
বুজবার পারছে সব জায়গায় জোর খাটে না,0
এদের একমাত্র উদ্দেশ্য সংবাদ হওয়া,0
মাশরাফিনামটার মাঝেই সার্থকতার ছোয়া,0
ওকে জুতা দিয়ে পিটানো উচিত সালা কুকুরের বাচ্চা মসলমান নামের কলংক সালা কাজের মেয়ে ধর্ষিত কারি,0
ফালতু মানষিকতা সব জায়গাতেই দেশপ্রেম ধর্ম ঢুকানো ঠিক না,0
ভাল লাগার অনুভবের জন্য ধন্যবাদ শুভেচ্ছা রইল,1
আশ্চর্যবোধ করছি,1
হ্যা হ্যা অনেকদিন কোনো নিরস্ত্র গরীব বাংলাদেশি চাষি হত্যা করা হচ্ছে না তাইতো খুনির দল,0
কাশ্মির ইস্যুতে ভারতের পক্ষে লড়াই করার ঘোষণা মিয়ানমারের নির্যাতিত মুসলমানদের জন্য বর্ডার সীলগালা কি অদ্ভুত পররাষ্ট্র নীতিমালা,0
খুব সু্ন্দর বিকেল চা আর ফুলের বাগান,1
এটা কি ভ্যাট নাকি অর্থমন্ত্রীর একটি খেলা যার নাম,0
খুব লাভ করি দাদু তোমাকে,1
অবশ্যই ষড়যন্ত্র আমিও একমত,1
সানি আপনার জন্য খুব খারাপ লাগছে বাংলাদেশ কে দিবার জন্য অনেক কিছু ছিলো আপনার কাছেশুভ কামনা বন্ধু তাসকিন এবার নিজেকে বিলিয়ে খেলতে শুরু করসব দলকে দেখাতে হবে তাসকিন কি জিনিস,0
জীবনে অনেক বরো ভুল করলাম ফিংগার দিয়ে,1
নির্দোষ মানুষের যাতে ক্ষতি না হয়,0
ওরা মানুষ নয় ওরা জনোয়ার,0
অস্র আবার প্রাণঘাতী না কোনটা,0
এরদোয়ান একজন স্বৈরশাসক,1
বরাবরের মতোই নর্থ ম্যাগনেটিক পোলের চৌম্বকত্বে পাঠককে আটকে রাখার পোস্ট ছবি লেখা তথ্যে ভরপুর এমন পোষ্ট সামুর পাতায় জমাট বরফের শৈল শিখরের মতোই মাথা তুলে থাকুক,1
হিন্দু মুসলিম ভাই ভাই তো তাই ভাই ভাইকে বাজেয়াপ্ত করেছে,0
মুসা ভাইয়ের টাকা নিয়েও কি রাজনীতিসবার টাকা হতে পারেএটা সাবা বিকজয় এর ব্যাংক জব্দ করা দরকার,0
ভালবাসা কোনো অবহেলার জিনিস নয় ভালবাসা ভালবাসার মত বাসতে হবে তাই এমন ভালবাসা গ্রহণ করবেন না যা দিতে পারবেন না,0
কাফের এর সাথে তর্ক করে ঈমান নষ্ট করার কি দরকার,0
আঙ্গুল চোষেন,0
দূবৃত্ত কারা,1
বিষয়টা ভালছির কিন্তু রেডিও প্রতিবেদনটি ভাল হয়নি আরো ভাল প্রতিবেদন আশাকরি প্রতিবেদক কি নতুন,0
আচ্ছা কেমন হত যদি মোড়ল বাদ দিয়ে বাকি ক্রিকেট দেশগুলো এক হয়ে কে ব্যান করে দিত কে বর্জনের ডাক তোল তিন মোড়লের আই সি সি বাতিল কর,0
একজন বাংলাদেশী হিসাবে আমি গর্বিত আরও গর্বিত যে আমার দেশের একজন ক্রিকেটার এই বিরল সম্মান অর্জন করেছে এগিয়ে যাও মুস্তা বিশ্ব দরবারে বাংলাদেশকে পরিচিত কর জানিয়ে দাও তোমার আগমনী বার্তা,1
তোগো মত আবাল মন্ত্রী দের কারনে বাংলাদেশ এখনো উন্নতির পথে যেতে পারলো না এই দেশকে তোরা কোনোদিনও বিশ্বের বুকে মাথা তুলে দাড়াতে দিবি না প্রত্যেক বাজেটে প্রয়োজনীয় জিনিসের দাম বাড়াই আর ট্যাক্স বাড়াই তোরা নিজেদের পকেট ভরাই যাবি কিন্তু ভুলে যাইস না উপরে আল্লাহ আছে তিনি দেখতেসেন আর কত মানুষের বদ দোয়া নিবি,0
জানতাম বৈধ তাহলে বিশ্বকাপ খেলতে দিলনা কেনএত হইরানী করেছিল কেনএইটা ভারতের স্বার্থের কারনে এমনটি করে ছিল তাই আসুন বিরতিহীন ভাবে ভারতকে থুথু নিক্ষেপ করি জাতীয় স্বার্থে,1
এই সরকারের মন্ত্রী ও সজনরা এর চাইতে বেশী টাকা লুট করছে দেশের তাদেরকি হবে,1
কোঠা হিসেবে নারীদের সুবিধা দিলে এই পেশা কেন কোন পেশাতেই তারা যথার্থ সম্মান পাবে না,0
অসাধারণ ভাইয়া মাঝে মাঝে আমি নিজেও হীনমন্যতায় ভুগি এই হীনমন্যতা দূর হলো ভাইয়া এখন লিখাটা পড়ার পর আপনার প্রতিটা লিখাই আমার বা আমাদের বেঁচে থাকার প্রেরনা,1
যেখানে খোদ আই সি সি নিজেই বিতর্কিত সে খানে তারা কিভাবে বলিং একশন নিয়ে কথা বলে আমরা বরাবরই বলে আসছি আই সি সি নিরপেক্ষ ভাবে কাজ করতে সক্ষম নাবলতে গেলে তাদের আচারন অটিস্টিক রোগে আক্রান্ত রুগীর মতো আর একটু বললে বলতে পারেন তারা প্রতিবন্ধিদের মতো আচারন করে তারা সুস্থ নয়যারা ওদের উপর আস্থা রাখে মনেহয় তারাও ঐ ভাইরাস বহন করতে সক্ষম যেখানে আই সি সি সহযোগি দেশ গুলোকে বড় কোনো খেলার আসরে নিতে চায় না কারন তাতে করে নাকি লসের পরিমান বেড়ে যায় তাদের কথা হলো খেলবে শুধু রিনডিয়া আই সি সি কে আপনার ঘরের শোপিস ভাবতে পারেন যে খানে রাখবেন সেখানেই জ্বলে উঠবে কিন্তু ঘর তো হলো ঐ মালুদের তাই আমরা কি করে শোপিস ব্যাবহার করিসে যাই হোক আমাদের প্রতিভা ওদের হাতে কালো হতে দেব না পাকিরা ও পারে নায় আজ ওরা ও পারবে নাআমাদের অর্জন কে কোনো ভাবেই নষ্ট হতে দেব না প্রয়োজনে তাসকিন এবং সানি বাংলার আইডল হয়ে থাকবেহাজার হাজার তাসকিনসানি তৈরি হবে এই বাংলায় তোমরা হারোনি হেরেছি আমরা হেরেছে আমাদের মনুষত্ব্যআমাদের বোদআমাদের বিবেকতোমরা শুধু আমাদের পথ দেখিয়েছোতোমরা চলতে থাকো আমার পুরো বাংলা তোমাদের সাথে আছে আশাকরি নির্বোধ আই সি সির শুভ বুদ্ধির উদয় হবে,0
চোখের না বলা ভাষা বুঝতে পারে না হৃদয়ের স্বচ্ছতা নেই সম্পর্কের গভীরতা কোথায় তা জানে না সন্দেহ প্রবণতায় মাখামাখিকতটা ভালোবাসা পেলে স্বাভাবিক জীবনে মানুষ সুখী হয় আর কতটা কষ্ট পেলে মানুষ অস্বাভাবিক জীবনের অধিকারী হয়কোনটার পরিমাণ জানা নাইহাই রেবোকা ভালোবাসা হাই রে চালাক মানুষ চারপাশে ছলনাময়ী নাটকীয়তাএর শেষ কোথায়,0
আসলেই কেঁদে ফেলার মত একটা ভিডিও মাশরাফি শুধু সেরা না তার অন্তরটাও সেরা ভিডিওটা না দেখলে বোঝা জাবেনাধন্যবাদ প্রথম আলোকে,1
আমরা তো পশ্চিমবঙ্গের লোক খুব একটা নৌকো বা স্টিমারটিমারে চড়তাম না প্রথম চড়লাম সেটা খুব ভাল লেগেছিল,1
কাদের অপরাধ আওয়ামী ম এম দের নাকি জনগণ সাধারণ মানুষের আরে জনগণ তো প্রতিবন্ধী হয়েই আছে আগে নিজেদের দেখ,0
মহৎ মানুষ সব সময় মহৎ থাকে,1
